Amount,Merchant Category Code (MCC),Card_Type,Class,Transaction_Type
-0.8512438630337547,5147,0,0,0
-1.6958680351135542,7040,1,1,1
1.0318395472311315,2410,2,1,0
0.03952363962912946,1897,0,1,1
-0.2650044251553818,9804,2,0,1
0.5126995134578205,5168,2,0,0
0.2921060016156581,9766,2,1,0
-1.1837294385971746,7315,2,1,0
-0.8216117959030402,3919,2,1,1
1.2578908723680673,1569,0,0,0
1.3931715955873818,2952,2,1,0
-0.2718749300226662,3772,1,1,0
-0.7844959090272198,2350,2,1,1
-0.20292869010573647,1945,2,0,0
0.9004178839172119,4490,1,0,1
-0.1831372257337804,5898,2,1,0
0.5093779654678197,8088,0,0,1
-1.3131526601743717,6598,2,1,0
-1.6717144548128207,5280,1,0,1
1.025079301218287,3986,0,1,0
1.667564537217797,5399,1,1,1
1.2365695663907574,2379,2,1,0
0.036677582948900306,2981,2,1,1
1.0327560739586628,9763,2,0,1
1.174907302045262,7914,0,0,0
0.5267230615068911,5758,2,0,0
1.712777558716545,2474,2,1,1
1.1298941247201857,8079,1,1,0
-0.7582956487409463,3396,0,0,0
-0.5916531726118917,1940,0,0,0
-1.1283932760251665,2602,0,0,0
-0.9488711874618546,3695,2,0,0
0.5272812469574931,6504,1,1,1
0.19604986586332618,8307,2,1,1
1.253404715228045,6803,1,0,1
-1.6697918160385254,4739,0,0,1
0.8580784838123028,9588,2,1,0
1.355407937941727,5889,2,0,1
1.549642692394359,1957,0,0,0
-1.1707051114164655,9343,2,1,0
-0.7994911132310417,8054,1,1,1
0.3624166948562812,2396,2,1,0
-1.5762440692247004,1322,1,1,0
-1.3189688147460745,5108,1,0,0
-1.6809141779801469,7083,0,1,0
0.25848394218990106,1733,2,1,1
0.3743728893846043,4203,0,0,1
-1.1962713832897098,8682,0,1,0
0.5421248452364603,6720,2,1,0
-1.565418027954386,2592,2,1,0
1.0712846524069939,8161,0,1,1
-0.28046822949057326,1284,0,0,1
1.0593766961274882,5305,1,1,0
-0.13627032141843412,9197,0,0,0
0.24419163818313339,3511,1,1,0
-1.3643954627753,4521,2,1,0
-1.4890086418275577,5891,0,0,0
1.674035353737737,6293,1,0,1
-0.933600336121933,6557,0,1,0
1.202726989256121,4564,1,0,0
-0.8702772977814367,2286,1,0,1
-0.3331926354480375,9441,1,0,1
-0.5092208965612858,9954,2,1,0
0.5302099977785522,9481,2,1,0
0.20252757356166845,2930,0,1,1
-0.9241387481753119,7983,1,1,1
0.4268629952763837,2513,2,1,0
-1.6021824647316791,3856,2,1,0
0.23695590086051707,3599,2,0,1
-1.1719868705993288,5335,0,0,0
-1.1901106697978823,6445,2,0,1
0.9995474852370552,6034,1,0,1
-1.653501070295035,6704,0,0,0
0.012220790798457363,9568,2,0,1
1.0437888505810522,8173,1,0,0
1.6976031838742585,5154,0,1,1
-0.331111499570485,6914,0,0,0
-1.6527223671355535,1132,0,0,0
-0.3299124345284514,6209,2,0,1
-0.6910308563542248,6012,1,0,0
-1.1068583435173798,5225,0,1,1
-0.29533939248315033,3927,2,0,1
-0.3609985403020915,4186,0,0,0
-0.9281218492919522,4863,1,0,0
-0.8948925870351371,1175,1,1,0
0.18431418904388297,4239,2,0,1
-0.41336460498262606,2915,1,1,1
0.4828951668670438,3042,2,0,0
-0.9409532234773916,8405,0,1,1
-0.3058346571901452,2319,0,0,0
1.4701047112727994,3010,0,0,0
0.6349076712476086,7659,0,0,1
-1.600935161440828,5708,1,0,1
0.13044584747160518,4080,2,0,1
1.1537651667064173,9307,0,0,0
-0.08178866496833466,9419,2,1,1
1.2855313889404614,9417,2,0,0
-0.7061501017692915,7249,2,1,0
0.7700919179692887,4562,0,1,1
-1.3126013659021725,2821,1,1,1
-1.2182542423936582,4682,2,1,1
0.7249684817897729,7433,2,0,0
1.1281024183355381,7911,1,1,1
0.5776764346149148,1958,2,1,1
0.8237466330110889,1044,0,0,0
-0.4709059446434319,4249,1,0,0
0.20431927994631624,6776,2,1,1
0.2458730857133414,5626,1,0,1
1.5500975101689232,3144,1,1,0
-1.6382922395607358,8353,0,1,1
-0.5020747445579019,6541,0,0,1
1.3326050286078825,6600,1,1,1
-0.5685539426067395,5476,1,1,0
1.3995528267880892,4477,0,1,0
-0.5484730487418785,6851,1,0,0
-0.7172035519268883,2711,2,0,1
-1.4217438494408363,8906,2,1,1
0.020483313703044778,8039,1,1,1
0.06843213302758208,3147,1,0,0
-1.3438390776006672,4615,2,0,0
0.8652039622804792,5988,1,1,0
-1.650572319473976,8510,2,1,0
1.2380029314984757,6469,2,1,1
-1.123976030669169,1657,1,0,1
-1.098085873411008,4305,1,0,1
0.8194741024015442,1559,0,0,1
-1.3208018682011375,5757,0,0,1
-0.5372473191242196,7929,2,0,0
0.06672312078376412,7799,2,0,0
-1.7104704421484342,8167,1,0,1
0.6135656917350916,4457,2,0,1
1.480289872951682,4210,1,0,1
1.606329525933256,3283,1,1,0
1.3051023356035374,4688,0,0,0
1.3983261970324459,5436,1,1,1
0.8132031300552768,8132,1,0,0
-1.6866820943030325,5552,2,1,0
-1.5102403624856346,4670,2,1,0
-1.2565278472410972,7804,1,0,1
-0.6017211842579321,2671,2,1,0
0.7019864018174631,8350,1,0,0
0.9329855930473876,9539,1,1,0
1.4492520054268594,2849,0,1,0
1.0969680743130803,1142,0,0,1
1.2756218743976782,1005,1,1,0
-1.3674413636292015,2195,0,1,1
-0.7751032328646237,4146,1,0,1
-0.3733130761073441,6829,0,1,1
1.447818640319141,8128,2,1,1
1.0486678048900162,7364,2,1,0
-0.6504073596715361,1896,1,0,1
-0.1143839388121206,6186,1,1,1
-0.2954151954455778,1901,2,0,1
-1.6820994606653756,7657,1,0,1
-0.01270460148335522,3830,1,1,0
-0.6147592937954464,2303,1,1,0
-0.007329482329411869,9267,1,0,1
0.33925544424550647,1622,1,0,1
0.5697309059168421,7335,0,0,0
-1.4771144679048571,6977,2,1,0
0.6987268744330845,4113,0,0,1
1.2627629354986287,9406,1,1,0
0.5106735070074878,6385,1,0,1
1.1440210404452937,9130,2,0,1
-0.5664107861235644,5802,2,0,0
1.24528690706991,2454,2,0,1
-1.3607431382219795,4621,0,0,0
1.1031081142697003,9379,1,1,0
-1.4781274711300232,3292,1,0,0
0.4500035723519508,2358,1,1,1
-1.3340191483771167,2624,1,1,1
0.10750511456971029,3292,2,1,0
-1.269221397858487,1259,1,1,1
1.0903938901171033,6606,2,1,0
-0.5156710395460181,3344,1,1,1
1.345050496802782,3793,2,1,1
-0.6988247791274428,4383,0,1,0
0.8920451021581843,2414,2,1,1
-0.3453280006148253,2644,0,1,1
-0.6833058453650315,1684,2,0,1
-0.13361032655507254,9825,0,0,1
1.2737750385858106,8260,0,0,0
-1.1015865920394736,5895,0,0,1
-0.8378887592897256,3278,0,1,0
-1.3725063797550328,4447,1,1,1
-0.8462959969407655,8951,1,0,0
-0.9117759741212418,1399,1,0,1
-0.44314827803819523,4962,0,0,1
-1.6086188253596065,6432,1,1,1
1.3938400398924236,4034,0,1,0
-1.4008704700596888,6051,0,0,0
1.0980568805006743,7547,2,1,0
-0.8172703535094703,6355,1,0,0
0.01743741284914339,6790,0,1,0
1.720888475696278,2899,1,0,1
0.9145103437503073,2631,0,0,1
1.3537195992331166,4079,2,1,1
0.1196818268069132,4965,1,1,0
-0.8268284179537264,8132,1,1,0
0.7407837362234913,8204,0,0,1
1.3209313723940612,5814,2,0,0
0.6599639959190686,2606,1,0,1
1.4311075326930986,6909,1,1,0
-1.3558572927346129,9190,2,1,1
0.16412992750298475,1128,0,0,1
1.4585137491998086,8828,2,0,0
0.5581606173790584,3606,2,1,1
-0.4103187041287247,3996,2,1,1
-1.1912752789479033,8093,0,0,0
-1.0626514340653954,2215,1,1,1
-0.38858392744726583,7959,1,1,0
-0.08502062763910331,1715,2,0,1
1.691628532199298,2232,1,1,0
-1.2567621473067818,5942,2,0,0
-0.5905161281754805,6589,0,1,0
-0.5328162914114174,4456,1,1,1
-0.013255895755554681,2741,2,1,0
0.4430503733438369,8807,2,0,1
0.015376950506798518,5723,0,1,0
0.9287268447946477,2745,0,1,1
-0.0026572633725223493,9206,0,1,0
-1.6821545900925956,6632,2,0,0
0.38537121011498104,6359,0,1,0
-0.5622760790820694,3169,0,0,0
-0.042653662820584234,5131,1,1,1
0.5073726325526944,9178,1,0,0
0.6588269514826574,7038,0,0,1
-0.9507593703441374,6854,2,0,1
-0.21669726455391494,4412,0,1,1
-0.4359883436780063,9759,1,0,1
-0.6341579609984607,7491,1,0,1
-1.5746659893705297,2181,0,0,0
-1.4319427934765239,1138,1,0,1
-1.1936389531399578,9022,1,0,0
0.6239438064092444,9994,2,1,0
-1.311264477292089,4877,1,1,0
0.42895791351074114,2031,1,0,0
0.049212636463032776,1792,2,1,0
1.1369024531555199,7979,2,1,0
-0.8339125493514878,3941,0,0,0
1.2470510487409474,6868,0,1,0
-1.04839358595064,5021,2,0,0
1.2153998663383034,4480,0,1,0
1.1681401648540146,4890,2,1,0
-0.6615366127915601,2944,2,0,0
0.6155090040445944,8095,2,1,0
-1.3237788572710139,4333,1,0,1
1.066832951158984,2503,0,0,1
0.6190855256354876,6863,2,1,1
-0.9051053134276298,8342,0,0,1
1.4478875521031662,7755,1,1,0
0.7029856226858242,9694,1,0,0
-1.3160469551034182,3151,1,1,0
-0.36249392601543223,1511,2,1,0
0.558339788017523,6429,2,0,1
-0.9855115830279031,1010,2,1,0
-0.6936908512175864,9272,2,0,0
-1.638492083734408,8203,2,0,0
-0.2379910058176144,1341,0,0,1
0.9964395637775315,9086,0,1,0
-1.1473853637024336,9688,0,1,0
1.58167288960914,2528,2,0,0
-0.8681479236550668,1386,0,1,0
0.5803708853702892,1395,1,1,1
0.811693961985131,9130,2,0,0
0.8566520098829868,8154,0,1,1
0.7258436614468893,9241,1,1,0
0.0831379077384995,9257,2,0,0
-0.31391111827786566,4809,2,1,0
1.2445977892296607,3842,0,1,0
0.7187388565139204,2856,0,0,1
-0.12556143018096202,1408,1,0,1
-0.9688969518994957,8139,2,1,1
-0.5370681484857548,1907,1,1,0
-1.3704252438774802,6513,2,0,1
-0.39942375107438527,1638,2,1,0
-0.8706907684855862,7355,1,0,0
1.3355958000345634,9784,0,1,0
0.17948347298373613,1269,1,0,0
1.4210533034038633,4302,0,0,0
0.6085006756092602,1784,1,0,0
-1.3321240743164313,9774,0,1,1
0.8183646226787429,8884,2,1,1
-1.0726298603922035,2454,1,0,0
1.0094363262446306,4405,0,0,1
-1.2806745363634284,5435,1,1,0
-0.726547989840667,4763,2,0,1
1.1706623361493271,3437,2,0,1
-1.3715209412434766,3989,1,1,1
0.5041613434171333,3184,2,0,1
-0.7879483894068682,8060,2,0,0
0.8410848378717583,7029,0,0,1
-0.33729288659751994,2102,2,0,1
-0.584314067613238,9559,0,1,0
1.0854184593105045,7401,2,1,0
-1.1486326669932845,8387,2,0,0
-0.279482790979017,8471,1,0,0
-0.30839128437746965,7595,1,1,1
0.6264108482773364,7761,2,0,0
-0.6645204930398391,1162,0,1,1
-1.7195323417477104,2710,1,0,0
0.38272499760842416,4284,1,0,1
-0.1343752473577489,9984,2,0,1
0.15600522816644674,2454,0,0,1
-0.943744150730401,4759,1,1,1
-0.37037743410788265,9654,2,0,1
-0.0782052521990391,5570,0,1,1
1.4312798121531611,8014,2,0,0
-0.18186924890772183,2858,1,1,0
1.314102214597192,5935,0,1,1
-0.6635557280634902,8024,1,0,0
1.0434511828393298,1553,0,1,0
-0.33851262517476094,1401,1,0,1
1.0789889898609797,8422,0,1,0
-1.6687994863485667,9326,2,1,1
